fda_id,pat_id,doc_full_text,pat_full_text,label
P150012,8152840,"Implantable Pulse Generator, Pacemaker (Non-CRT). ImageReady MR Conditional Pacing System. treatment of following conditions, 1) Symptomatic paroxysmal or permanent second- or third-degree AV block; 2) Symptomatic bilateral bundle branch block; 3) Symptomatic paroxysmal or transient sinus node dysfunction with or without associated AV conduction disorders (i.e., sinus bradycardia, sinus arrest, sinoatrial block); 4) Bradycardia-tachycardia syndrome, to prevent symptomatic bradycardia or some forms of symptomatic tachyarrhythmias; and5) Neurovascular (vaso-vagal) syndromes or hypersensitive carotid sinus syndromes.Adaptive-rate pacing is indicated for patients exhibiting chronotropic incompetence and who may benefit from increased pacing rates concurrent with increases in minute ventilation and/or level of physical activity.Dual-chamber and atrial tracking modes are also indicated for patients who may benefit from maintenance of AV synchrony.Dual chamber modes are specifically indicated for treatment of following, 1) Conduction disorders that require restoration of AV synchrony, including varying degrees of AV block; 2) VVI intolerance (i.e., pacemaker syndrome) in presence of persistent sinus rhythm; and3) Low cardiac output or congestive heart failure secondary to bradycardia. Passive-fixation Non-MRI Models 7631, 7632, 7635 and 7636 and MRI Models 7731, 7732, 7735 and 7736 are indicated for chronic pacing and sensing in right atrium (Preformed Atrial J) or right ventricle (Straight) when used with a compatible pulse generator.Active-fixation Non-MRI Models 7640, 7641, and 7642 and MRI Models 7740, 7741, and 7742 are indicated for chronic pacing and sensing in right atrium and/or right ventricle when used with a compatible pulse generator. intended use of slit suture sleeve accessory is to secure and immobilize Boston Scientific Ingevity leads at venous entry site. delivery stylet accessory is indicated for use with Boston Scientific implantable transvenous leads.","Bifurcation catheter assembly and methods. A catheter assembly includes a main catheter branch and a side catheter branch. The main catheter branch includes a main balloon, a side balloon and a side inflation member. The side inflation member intersects the side balloon at a location on the side balloon that is offset laterally from a central line passing from a distal most point on the side balloon to a proximal most point on the side balloon. The side balloon is configured to extend radially outward relative to the main balloon when the side balloon is inflated. The side catheter branch can be centrally aligned with the side balloon central line and be positioned laterally adjacent to the side inflation lumen.",0
P110019,9381325,Coronary Drug-Eluting Stent. XIENCE PRIME AND XIENCE PRIME LL EVEROLIMUS ELUTING CORONARY STENT SYSTEM. IMPROVING CORONARY LUMINAL DIAMETER IN PATIENTS WITH SYMPTOMATIC HEART DISEASE DUE TO DE NOVO NATIVE CORONARY ARTERY LESIONS (LENGTH <= 32 MM) WITH REFERENCE VESSEL DIAMETERS OF >= 2.25 MM TO <= 4.25 MM.,"Robust catheter tubing. A balloon catheter having a multilayer catheter shaft is formed to have an inner layer and an outer layer, where the inner layer and outer layer are selected from materials that enhance the pushability of the catheter while preserving the flexibility. Using a combination of a high Shore D duromater value material and a lower Shore D duromater value material, various combinations of multilayer catheter shafts are disclosed utilizing different glass transition temperatures and block copolyamides to obtain the desired characteristics.",1
P060002,10660645,"System, Endovascular Graft, Arteriovenous (AV) Dialysis Access Circuit Stenosis Treatment. FLAIR ENDOVASCULAR STENT GRAFT. USE IN TREATMENT OF STENOSES AT VENOUS ANASTOMOSIS OF EPTFE OR O R SYN TIC ARTERIOVENOUS (AV) ACCESS GRAFTS.",Embolization systems. Provided is a device for delivery into a body lumen having a longitudinally extending stem and a plurality of bristles extending generally radially outwardly from the stem. The device includes at least two different groups or types of bristles.,0
P050019,7608056,"STENT, CAROTID. CAROTID WALLSTENT MONORAIL ENDOPROS SIS. DEVICE, USED INCONJUNCTION WITH BOSTON SCIENTIFIC EMBOLIC PROTECTION SYSTEM, IS INDICATED FOR TREATMENTOF PATIENTS AT HIGH RISK FOR ADVERSE EVENTS FROM CAROTID ENDARTERECTOMY DUE TO EI R ANATOMIC OR COMORBID CONDITIONS WHO REQUIRE CAROTID REVASCULARIZATION IN TREATMENT OF IPSILATERAL ORBILATERAL CAROTID ARTERY DISEASE AND MEET CRITERIA OUTLINED BELOW, 1) PATIENTS WITH NEUROLOGICAL SYMPTOMS AND > 50% STENOSIS OF COMMON, INTERNAL CAROTIDARTERY AND/OR BIFURCATION BY ULTRASOUND OR ANGIOGRAM, OR PATIENTS WITHOUT NEUROLOGICALSYMPTOMS AND > 80% STENOSIS OF COMMON, INTERNAL CAROTID ARTERY AND/OR BIFURCATION BY ULTRASOUND OR ANGIOGRAM, AND; 2) PATIENTS WITH A REFERENCE VESSEL DIAMETER WITHIN RANGE OF 4.0 MM AND 9.0 MM AT TARGET LESION.","Steerable catheter devices and methods of articulating catheter devices. Steerable catheter devices are provided having a proximal first end portion, an elongate intermediate portion, and a distal flexible second end portion defining a longitudinal axis, and at least one channel having a proximal opening and terminating at an occluded distal end radially offset relative to the central longitudinal axis and positioned within the catheter flexible second end portion substantially straight in a relaxed position and bent when the occluded distal end is under a change in internal fluid pressure. Optionally, the catheter further has a dye injection lumen and a tool receiving passageway extending from the first end portion to the second end portion. The occluded distal end is axially elastically distensible under an internal fluid pressure to deflect (thereby to steer) the catheter second end portion through the tortuous path of a vessel passageway when used percutaneously or working channel of an endoscope or endoscope accessory device.",0
P070027,10524824,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. TALENT ABDOMINAL STENT GRAFT SYSTEM. ENDOVASCULAR TREATMENT OF ABDOMINAL AORTIC ANEURYSMS WITH OR WITHOUT ILIAC INVOLVEMENT HAVING, 1) ILIAC/FEMORAL ACCESS VESSEL MORPHOLOGY THAT IS COMPATIBLE WITH VASCULAR ACCESS TECHNIQUES, DEVICES, AND/OR ACCESSORIES; 2) A PROXIMAL AORTIC NECK LENGTH OF >= 10MM; 3) PROXIMAL AORTIC NECK ANGULATION <= 60?; 4) DISTAL ILIAC ARTERY FIXATION LENGTH OF >=15MM; 5) AN AORTIC NECK DIAMETER OF 18-32MM AND ILIAC ARTERY DIAMETERS OF 8-22MM; AND 6) VESSEL MORPHOLOGY SUITABLE FOR ENDOVASCULAR REPAIR.","Active obstruction crossing device. Devices and methods are described for penetrating hard plaque that partially or completely occludes blood vessels and disturbs blood flow through the blood vessel. The device includes a distal pre-loaded spring that can store energy and release it as impact at the device distal tip, in order to penetrate or break through hard plaque that is blocking blood path in blood vessels.",0
P050024,8884184,"Catheter, Percutaneous, Cardiac Ablation, For Treatment Of Atrial Flutter. CRYOCOR CRYOABLATION SYSTEM. USE IN ABLATION OF ISTHMUS-DEPENDENT RIGHT ATRIAL FLUTTER IN PATIENTS 18 YEARS OF AGE OR OLDER.","Polymer tubing laser micromachining. An apparatus for athermal ablation of a workpiece. The apparatus may include a laser device to direct a laser beam at the workpiece to remove a plurality of sections from the workpiece by athermal ablation. The removal may occur in a plurality of discrete motions that cause the laser beam to trace along outer perimeters of the sections in a specific order maintaining mechanical stability of the plurality of sections. The apparatus may further include a process gas nozzle to deliver process gas coaxially with the laser beam to clear debris and cool the workpiece, and a workpiece holder to hold and maneuver the workpiece during the removal of the plurality of sections.",0
P220004,9498323,Pulmonary Stent. of PALMAZ MULLINS XD Pulmonary Stent. PALMAZ MULLINS XD Pulmonary Stent is indicated for non-emergency treatment of pulmonary artery stenosis in pediatric patients who are at least 10kg in weight with two ventricle anatomy.,"Stent graft having movable fenestrated tubular bridge. A stent graft comprising an elongate main tubular body of a biocompatible graft material is disclosed. The main tubular body comprises a main lumen, a distal end and a proximal end; and an elongate tubular bridge of a biocompatible graft material. The elongate tubular bridge extends around a portion of the main tubular body so as to form a bridging lumen bridging between two circumferentially spaced-apart openings within the main tubular body. The tubular bridge has at least two fenestrations. The tubular bridge comprises concertinaed graft material.",0
P120020,9023095,"STENT, SUPERFICIAL FEMORAL ARTERY. SUPERA® PERIPHERAL STENT SYSTEM. THIS DEVICE IS INDICATED TO IMPROVE LUMINAL DIAMETER IN TREATMENT OF PATIENTS WITH SYMPTOMATIC DE NOVO OR RESTENOTIC NATIVE LESIONS OR OCCLUSIONS OF SUPERFICIAL FEMORAL ARTERY (SFA) AND/OR PROXIMAL POPLITEAL ARTERY, WITH REFERENCE VESSEL DIAMETERS OF 4.0 TO 6.5 MM, AND LESION LENGTHS UP TO 140 MM.","Stent delivery system with pusher assembly. A pusher assembly for a stent delivery device includes a distal end of an elongate member and a stent-engaging member having proximal and distal ends. The proximal end of the stent-engaging member is mechanically coupled to the distal end of the inner member by a connector, or the proximal end of the stent-engaging member is at least partially inside the distal end of the elongate inner member. The stent-engaging member includes a portion that radially outwardly extends towards the distal end of the stent-engaging member, or the stent-engaging member includes a portion that radially outwardly extends towards the distal end of the stent-engaging member. The stent-engaging member is configured to move a stent when distally advanced and configured to not move a stent when proximally retracted. A stent delivery device includes an elongate outer member, an elongate inner member coaxially positioned within the outer member, and the pusher assembly.",1
P070027,7285132,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. TALENT ABDOMINAL STENT GRAFT SYSTEM. ENDOVASCULAR TREATMENT OF ABDOMINAL AORTIC ANEURYSMS WITH OR WITHOUT ILIAC INVOLVEMENT HAVING, 1) ILIAC/FEMORAL ACCESS VESSEL MORPHOLOGY THAT IS COMPATIBLE WITH VASCULAR ACCESS TECHNIQUES, DEVICES, AND/OR ACCESSORIES; 2) A PROXIMAL AORTIC NECK LENGTH OF >= 10MM; 3) PROXIMAL AORTIC NECK ANGULATION <= 60?; 4) DISTAL ILIAC ARTERY FIXATION LENGTH OF >=15MM; 5) AN AORTIC NECK DIAMETER OF 18-32MM AND ILIAC ARTERY DIAMETERS OF 8-22MM; AND 6) VESSEL MORPHOLOGY SUITABLE FOR ENDOVASCULAR REPAIR.","Polymer coated stent. A tubular intraluminal prosthesis includes a PTFE or ePTFE tubular structure such as a graft, and a tubular diametrically deformable stent circumferentially surrounding the tubular structure. The diametrically deformable stent includes a polymeric coating which allows for attachment to the tubular graft structure and enhances the biocompatibility and integrity of the composite prosthesis.",0
P900032,8786692,"DEVICE, ANGIOPLASTY, LASER, CORONARY. ","Image processing device and electronic apparatus. An image processing device for detecting a skin area representing the skin of a person in an image obtained by imaging an object, includes: a first light source section emitting light having a first wavelength; a second light source section emitting light having a second wavelength different from the first wavelength; an imaging section imaging an object illuminated by the light having the first wavelength and imaging an object illuminated by the light having the second wavelength; a detecting section detecting a skin area in either first or second image respectively obtained by imaging the object illuminated by the light having the first or second wavelength based on the first and the second images; and a substrate on which the first and second light emitting sections are disposed integrally with the imaging section and the detecting section in such positions that the light emitting sections are symmetric about the imaging section.",0
